age,nationality,fee_structure,loyalty_classification,estimated_income,superannuation_savings,amount_of_credit_cards,credit_card_balance,bank_loans,bank_deposits,checking_accounts,saving_accounts,foreign_currency_account,business_lending,properties_owned,risk_weighting,brid,genderid,tenure_year,total_assets,total_liabilities,net_worth,debt_to_income
25,Australian,Mid,Jade,291604.58,72974.08,1,3032.63,1882435.78,94983.71,44992.28,29128.34,67470.08,1139808.41,2,5,3,1,2001,309548.49,3025276.82,-2715728.33,10.37458609189197
51,Australian,High,Jade,452587.98,46947.1,1,8298.25,1511425.06,936493.67,442025.01,211947.25,44945.69,2893659.63,3,5,3,2,2017,1682358.7200000002,4413382.9399999995,-2731024.2199999993,9.751436483134173
50,European,Mid,Silver,84560.85,41988.42,3,5094.57,750123.76,628956.63,647187.26,309282.59,10685.34,725223.24,2,4,4,2,2010,1638100.2400000002,1480441.5699999998,157658.6700000004,17.507411171954868
37,Asian,High,Silver,179780.6,36389.68,1,979.34,275392.11,166278.85,229464.81,96907.31,5632.93,215303.46,2,2,4,2,2008,534673.5800000001,491674.91000000003,42998.67000000004,2.7348607691819917
66,Asian,Low,Platinum,452924.39,66014.6,1,10513.17,1421149.0,1848766.47,667223.99,831249.89,108653.23,633801.55,0,4,3,1,2005,3521908.18,2065463.72,1456444.4600000002,4.560283715345954
35,Australian,High,Platinum,394018.58,10300.29,3,2433.9,209188.24,152238.45,63902.56,91794.15,44748.6,557429.66,0,4,1,1,2021,362984.05,769051.8,-406067.75000000006,1.9518160793331116
80,American,High,Jade,280497.83,35418.65,1,1336.15,521602.55,160756.05,133963.37,181743.64,366.28,675118.31,2,4,2,1,2006,512247.99000000005,1198057.01,-685809.02,4.271181028387991
19,European,Mid,Gold,169503.63,12138.51,1,1358.24,1115260.68,686288.95,242219.63,334493.77,22528.13,97121.6,2,2,3,2,2020,1297668.99,1213740.52,83928.46999999997,7.1605576824519925
59,Australian,Mid,Jade,112823.2,8768.0,2,665.6,274672.4,407859.6,130515.07,199688.06,36479.6,876854.0,2,1,4,2,2021,783310.33,1152192.0,-368881.67000000004,10.212367669060974
59,European,High,Jade,77915.62,67612.16,1,6047.43,515246.09,871132.94,189682.17,364119.52,56082.22,275673.13,3,4,1,2,2001,1548629.0099999998,796966.65,751662.3599999998,10.228586386144396
20,European,High,Platinum,116590.79,38810.35,2,4881.5,398191.49,1393024.72,737483.68,342169.01,66497.14,951852.74,2,5,1,2,2003,2577984.9000000004,1354925.73,1223059.1700000004,11.621207215424135
40,American,High,Silver,54649.32,24291.12,2,3712.26,697889.0,1542258.0,749708.75,359860.2,49325.67,951282.06,3,1,1,1,2007,2725443.74,1652883.32,1072560.4200000002,30.24526782766922
78,Asian,Low,Silver,130303.8,63305.2,3,4553.58,327538.77,154279.1,199804.09,45145.61,48332.23,161678.35,1,5,2,1,2020,510866.23,493770.70000000007,17095.52999999991,3.789380662728179
48,American,Low,Jade,435965.85,27665.4,1,1785.84,588309.12,298830.63,292854.02,167643.98,35978.88,408969.96,2,4,2,1,2003,822972.91,999064.9199999999,-176092.0099999999,2.291612794901252
67,Asian,Low,Platinum,186960.09,44350.86,1,3059.34,546974.99,339973.41,428114.66,161172.58,8286.8,369822.8,1,4,3,1,2015,981898.3099999999,919857.1299999999,62041.18000000005,4.920072139460352
80,American,High,Jade,249247.9,23695.98,1,5708.06,384541.78,711965.6,221759.78,445036.86,35409.48,577821.18,1,2,3,2,2007,1437867.7,968071.02,469796.67999999993,3.8839686111698435
51,American,High,Jade,61572.93,22273.86,3,3102.7,1093201.31,176252.26,69021.86,57485.35,24617.99,746369.82,3,1,3,1,2009,349651.31999999995,1842673.83,-1493022.5100000002,29.926687425789225
70,American,Mid,Jade,142319.85,21429.66,1,3573.9,730441.53,459302.34,240763.32,102417.01,32473.18,1526808.27,1,2,3,1,1995,856385.5100000001,2260823.7,-1404438.19,15.885512105303652
56,European,High,Jade,169516.59,41713.6,1,4112.75,0.0,1517817.47,962518.4,181891.3,50582.2,570214.91,3,2,3,2,2020,2754522.97,574327.66,2180195.31,3.388032168414903
38,European,High,Gold,221535.36,45449.6,1,5489.02,744578.39,259142.88,124246.58,163828.0,22263.25,126688.87,3,3,3,1,1996,614930.3099999999,876756.28,-261825.9700000001,3.95763583745728
81,African,High,Silver,394720.77,52648.05,1,309.35,439377.44,342667.57,342667.57,177132.78,294.57,990902.09,2,4,3,2,2014,915410.54,1430588.88,-515178.33999999985,3.6243060632456707
80,Asian,High,Silver,228140.83,52079.72,2,2337.85,217282.07,103753.79,101964.93,71536.45,37695.35,81631.26,1,3,4,1,2019,367030.24,301251.18,65779.06,1.3204614886340162
21,American,Mid,Silver,184260.29,19082.67,3,1897.1,336147.63,0.0,0.0,0.0,44824.21,1552857.18,3,2,4,2,2001,63906.88,1890901.91,-1826995.03,10.262123814089296
33,Australian,High,Platinum,40845.84,22674.99,1,3423.67,687135.83,914994.54,359687.51,160092.49,66224.72,1168043.92,3,2,3,1,2005,1523674.25,1858603.42,-334929.1699999999,45.50288156639697
20,European,High,Silver,139358.03,11286.88,1,213.26,231925.55,286708.17,268210.87,106821.92,30905.16,836814.73,0,2,1,2,2001,703933.0000000001,1068953.54,-365020.5399999999,7.6705557620181635
24,European,High,Jade,270692.57,38827.1,1,1345.56,835384.76,1263252.44,400543.46,545047.21,54201.3,770874.7,3,2,2,1,1999,2301871.51,1607605.02,694266.4899999998,5.938859053279519
28,American,High,Gold,54700.24,29622.4,1,3541.35,265582.1,435820.85,201648.45,77862.32,15949.75,893129.83,2,1,3,1,2006,760903.7700000001,1162253.2799999998,-401349.50999999966,21.24768154582137
36,Asian,Low,Silver,411125.76,9998.4,3,3822.75,653284.3,280994.88,142594.42,177152.59,7156.67,1239015.99,3,3,4,1,2008,617896.9600000001,1896123.04,-1278226.08,4.612026840643603
29,European,High,Gold,126016.12,31082.22,2,732.66,203806.66,33299.91,33820.23,10562.32,43534.26,905489.57,2,3,1,1,2020,152298.94000000003,1110028.89,-957729.9499999998,8.8086261503687
29,Asian,Mid,Silver,169727.32,53766.3,2,2239.1,398582.88,267088.44,121760.9,322509.29,45080.06,1048504.72,2,2,1,1,2021,810204.99,1449326.7,-639121.71,8.53914796981417
75,Australian,High,Jade,209992.76,16531.71,2,2378.68,546984.4,1146228.68,501475.05,253284.7,5082.39,1261583.55,1,2,1,2,2010,1922602.5299999998,1810946.6300000001,111655.89999999967,8.623852698540654
70,European,Mid,Silver,466402.02,67065.24,2,3628.3,104756.9,237131.98,146795.99,154474.55,24173.18,136213.73,3,5,2,1,2002,629640.9400000001,244598.93,385042.01000000007,0.5244379730602368
44,African,Low,Silver,82630.86,23365.26,1,1937.1,806062.44,890641.96,608985.95,152246.49,28605.38,1704234.69,0,3,2,1,2005,1703845.0399999998,2512234.23,-808389.1900000002,30.403099156900943
62,European,Mid,Jade,197079.31,4499.2,1,2994.28,174709.53,333012.01,208132.51,380882.49,20689.51,425680.26,1,3,3,2,2013,947215.72,603384.0700000001,343831.6499999999,3.0616307211548492
26,European,Mid,Jade,82356.13,27260.9,1,482.19,332169.78,115980.83,161935.49,55758.33,9475.15,298593.23,2,1,3,1,2015,370410.70000000007,631245.2,-260834.49999999988,7.664823492798896
79,Asian,High,Gold,119002.98,42132.86,1,8976.81,449082.34,532750.14,146318.7,260897.5,16498.31,1261270.8,2,3,3,2,2010,998597.5100000001,1719329.9500000002,-720732.4400000001,14.447789038560213
30,Australian,High,Silver,164075.79,19486.72,2,2610.7,408043.6,304826.37,383491.24,98429.42,1193.5,663236.27,1,2,3,1,1996,807427.25,1073890.57,-266463.32000000007,6.545088522810099
84,American,High,Jade,154599.34,19384.68,1,2164.41,858079.61,2264886.4,1215304.9,719976.08,94639.59,1048858.39,2,5,3,1,2004,4314191.649999999,1909102.41,2405089.2399999993,12.348709962151197
40,European,High,Jade,311977.56,5713.37,1,2022.24,451985.22,1397639.79,962525.52,288362.1,47955.67,1789597.76,0,2,3,1,2016,2702196.45,2243605.2199999997,458591.23000000045,7.1915596108899615
26,European,Mid,Silver,149541.0,26054.34,2,2337.96,247974.36,430087.04,360718.16,64096.84,14247.94,477028.12,1,1,3,2,2007,895204.3199999998,727340.44,167863.8799999999,4.863819554503447
32,European,High,Gold,57241.14,18617.2,1,2953.65,196928.9,383668.25,168814.03,162982.27,28674.1,171255.0,0,1,4,2,2012,762755.85,371137.55,391618.3,6.483755389917112
84,Asian,Mid,Jade,40099.99,12527.2,1,4019.53,206729.85,303177.14,151588.57,81560.59,50014.84,711181.7,2,2,4,2,2019,598868.34,921931.08,-323062.74,22.990805733368013
45,European,Mid,Jade,99307.79,15352.04,2,2125.41,334195.32,260018.7,156805.17,24592.61,9826.81,79778.23,2,1,1,2,2004,466595.32999999996,416098.95999999996,50496.369999999995,4.189993151594654
77,Asian,High,Jade,30532.88,7660.0,1,1443.49,929386.97,1646094.21,708445.61,206699.42,52040.78,1296770.46,3,1,2,2,2020,2620940.0199999996,2227600.92,393339.0999999996,72.95744521971068
42,Australian,Mid,Gold,97862.34,42803.09,1,361.24,841109.57,403053.66,317297.56,117057.07,27709.56,401526.79,3,2,3,2,2017,907920.9400000001,1242997.5999999999,-335076.6599999998,12.701490685793942
67,European,High,Jade,298069.65,57630.5,1,1967.73,238783.15,563604.79,338162.87,433715.56,10461.54,670696.73,2,3,4,2,2021,1403575.26,911447.61,492127.65,3.0578343350287422
68,African,High,Silver,44796.75,11829.5,1,3608.09,306349.22,359209.21,187551.71,148579.1,47774.71,998172.51,1,2,1,2,2021,754944.23,1308129.82,-553185.5900000001,29.201444747665846
36,Asian,Low,Jade,174889.48,36223.6,1,746.2,497514.27,554546.14,459867.53,266182.15,18409.79,226629.44,3,2,1,1,2009,1335229.2100000002,724889.91,610339.3000000002,4.1448457048417096
28,Asian,Mid,Silver,393650.35,41991.38,1,5581.13,166158.24,630755.22,227071.88,632353.14,19709.52,1197555.06,1,3,1,2,2014,1551881.14,1369294.4300000002,182586.70999999973,3.478453480353822
53,European,High,Jade,144148.44,9082.92,1,794.53,552717.35,651520.2,201798.29,378515.94,23396.24,590584.6,2,2,2,1,2004,1264313.5899999999,1144096.48,120217.10999999987,7.936932789560539
21,European,High,Jade,439928.18,63045.7,1,6965.24,1589129.5,953947.79,219054.68,550957.84,104839.54,2311407.14,3,3,2,2,2009,1891845.55,3907501.88,-2015656.3299999998,8.88213589772767
50,European,High,Jade,151421.25,4918.0,3,2228.28,192468.15,594917.14,262275.3,215129.71,22225.14,361838.82,2,2,3,2,2013,1099465.2899999998,556535.25,542930.0399999998,3.675410485648481
24,Australian,Mid,Gold,86005.36,18062.4,1,5543.91,818029.82,220878.1,104387.59,33298.13,11336.02,1086248.76,3,1,3,1,2000,387962.24000000005,1909822.49,-1521860.25,22.205854263036628
62,American,Mid,Platinum,89364.75,39622.0,1,1411.88,294246.88,1238231.25,614162.7,255967.16,46099.38,504091.88,0,2,3,2,2002,2194082.4899999998,799750.64,1394331.8499999996,8.94928526068724
83,European,High,Gold,330149.93,14865.43,1,384.89,390786.08,501416.02,241754.15,164750.98,58429.54,274437.53,0,3,3,1,2019,981216.1200000001,665608.5,315607.6200000001,2.0160794824339354
47,European,Mid,Platinum,89200.25,5597.73,1,2191.56,105791.02,309048.59,260759.75,277660.84,5524.57,96138.11,0,1,3,2,2018,858591.4800000001,204120.69,654470.79,2.288342129085961
34,American,High,Gold,129036.15,9152.55,2,536.28,395870.81,117544.13,44852.37,91143.1,7191.56,303880.86,1,2,3,2,2016,269883.71,700287.95,-430404.23999999993,5.427067918563906
72,Asian,Mid,Silver,279877.46,47796.45,1,3379.45,288749.23,26183.52,12902.03,14025.26,5133.53,645523.36,1,2,4,1,2004,106040.79000000001,937652.04,-831611.25,3.350223487093244
26,European,High,Silver,141549.0,30838.5,2,992.97,900799.23,183434.48,88120.49,57781.86,30755.55,146344.5,2,2,4,1,2013,390930.88,1048136.7,-657205.82,7.4047623084585545
42,Asian,High,Jade,74899.51,14461.16,1,1206.52,108088.12,310841.16,155420.58,85481.32,19600.28,308273.84,2,1,1,1,2016,585804.5000000001,417568.48000000004,168236.02000000008,5.575049556398968
48,European,High,Silver,63218.12,11853.45,3,1878.42,309301.05,0.0,0.0,0.0,34711.56,264123.13,3,2,2,2,2007,46565.009999999995,575302.6,-528737.59,9.100280109563522
52,Asian,Mid,Jade,199522.9,10202.04,1,5646.66,768462.63,914288.18,240927.29,309004.7,37545.26,851385.72,2,2,3,1,2021,1511967.47,1625495.01,-113527.54000000004,8.146909502618497
36,African,Mid,Silver,332158.75,39265.8,2,4983.89,717717.5,302394.07,191696.24,69685.63,11267.65,417029.98,0,2,4,2,2003,614309.39,1139731.37,-525421.9800000001,3.431285100874206
33,Asian,Mid,Gold,236135.04,36389.4,3,678.97,660778.67,1667020.54,730081.99,321236.07,20291.89,1944674.45,0,2,1,1,2002,2775019.89,2606132.09,168887.80000000028,11.03661739486016
18,European,High,Jade,95425.4,21074.73,1,5764.87,781565.07,1651345.59,658055.01,542709.14,25565.13,1380915.02,1,2,1,2,2020,2898749.6,2168244.96,730504.6400000001,22.721884948871057
49,European,Mid,Silver,26233.91,4819.5,1,2928.65,293246.33,589372.99,292210.14,227428.64,8724.9,202155.53,0,1,1,1,2018,1122556.17,498330.51,624225.6599999999,18.995662865352514
67,European,High,Jade,66477.68,7540.83,2,1939.61,232533.11,569217.38,359745.38,49726.83,21058.31,226707.86,3,1,2,1,2002,1007288.73,461180.57999999996,546108.15,6.93737476999799
32,American,High,Jade,147317.84,20100.96,1,1311.94,204350.01,323213.56,92725.2,180814.14,33590.35,784757.53,2,2,2,2,2021,650444.21,990419.48,-339975.27,6.723011143796298
36,European,Low,Silver,63442.79,14667.84,1,3286.06,331693.91,521012.09,109686.76,169230.99,38674.27,238850.98,2,1,3,1,2015,853271.95,573830.95,279441.0,9.04485679144943
30,American,High,Silver,241146.8,11445.84,1,1104.26,95355.84,19577.68,24549.79,3719.76,32380.69,476097.96,2,2,3,1,1996,91673.76,572558.06,-480884.30000000005,2.3743133228390345
29,Asian,Mid,Jade,50180.07,30793.46,1,860.89,332227.16,1003245.95,441680.6,189291.69,55879.36,1193842.39,0,2,3,2,2005,1720891.0599999998,1526930.44,193960.61999999988,30.429021721173367
37,European,Mid,Platinum,135310.88,16960.05,2,3381.89,444838.53,399816.79,138779.38,214645.45,49777.1,1393780.06,1,2,3,2,2015,819978.7699999999,1842000.48,-1022021.7100000001,13.613099552674552
28,European,High,Jade,31882.91,15895.6,1,1935.07,60573.72,108607.09,95978.36,19700.82,21957.83,84417.26,0,1,3,1,2000,262139.70000000004,146926.05,115213.65000000005,4.608301124332754
55,European,High,Gold,215081.7,10420.92,2,7017.87,1476984.8,144968.6,41419.6,32683.83,6734.3,2088728.06,3,2,3,2,2018,236227.25000000003,3572730.7300000004,-3336503.4800000004,16.61104003734395
40,European,Mid,Platinum,168035.75,27763.15,1,2059.74,254923.04,135917.43,118927.75,142349.24,6375.07,226957.99,3,1,3,1,2012,431332.64,483940.77,-52608.130000000005,2.8799869670590934
38,Australian,High,Silver,64108.75,20876.31,1,864.01,226693.68,32563.93,43813.29,9544.19,2223.51,374480.11,1,1,4,2,2003,109021.23,602037.8,-493016.57000000007,9.390883459746135
77,American,High,Jade,224773.67,22141.44,1,2086.31,650006.67,935505.52,254312.18,582011.59,47460.75,680615.41,3,2,4,1,2015,1841431.48,1332708.3900000001,508723.08999999985,5.929112560203337
47,American,High,Platinum,65898.23,13763.61,1,7471.15,1279521.38,227354.43,114558.44,48114.54,6104.19,1630255.88,3,2,1,2,2013,409895.20999999996,2917248.4099999997,-2507353.1999999997,44.268994933551326
78,European,Mid,Platinum,45810.98,18919.41,1,4601.97,582740.22,319216.36,235784.81,63480.53,7853.71,865551.18,3,2,2,1,2020,645254.82,1452893.37,-807638.5500000002,31.71495938309986
40,Asian,Mid,Jade,57744.84,7563.78,2,2413.34,648104.3,609698.13,248960.07,279851.44,5495.16,1394768.76,0,2,3,1,2020,1151568.5799999998,2045286.4,-893717.8200000001,35.41937946316935
85,Australian,Mid,Silver,106275.03,28488.75,2,4931.53,1322088.0,1012792.3,428172.35,466378.5,7746.17,1059456.99,3,2,4,2,2013,1943578.0699999998,2386476.52,-442898.4500000002,22.45566545594012
65,Asian,Mid,Platinum,87806.88,13886.36,2,1428.19,204238.4,605981.98,207309.63,369649.01,15754.08,737892.59,3,1,1,2,2002,1212581.0600000003,943559.1799999999,269021.88000000035,10.745845655830157
36,European,Mid,Jade,410710.56,32365.02,1,9844.08,0.0,1699245.61,1014474.99,131881.75,6388.48,490663.71,2,3,1,2,2011,2884355.85,500507.79000000004,2383848.06,1.21863871725139
63,European,Low,Jade,168418.92,12056.88,1,6654.69,817681.51,787307.45,284489.25,467620.93,27763.1,369280.94,1,2,2,2,2004,1579237.6099999999,1193617.14,385620.47,7.087191510312498
43,American,Mid,Silver,86127.46,19549.32,1,3961.25,594368.12,557125.87,267269.85,75324.92,18824.53,842638.89,3,1,2,1,2019,938094.49,1440968.26,-502873.77,16.730648506295204
51,African,Mid,Jade,176353.61,8156.85,2,2873.65,876493.51,888786.2,389373.0,242257.72,45692.18,240577.3,1,2,3,1,2019,1574265.95,1119944.46,454321.49,6.35056157909101
60,European,Mid,Jade,263795.04,25800.0,1,339.34,76861.42,314269.05,197964.76,27220.15,22091.9,1956634.14,3,3,3,2,2004,587345.86,2033834.9,-1446489.04,7.709905766234271
33,European,High,Gold,31019.08,19674.9,1,312.74,237786.12,39702.86,28914.04,9541.63,15875.74,219435.81,2,1,3,2,2020,113709.17000000001,457534.67,-343825.5,14.750104451840608
28,Asian,Low,Silver,383780.43,42927.2,2,1184.04,703401.69,94039.36,85358.8,62876.16,23204.79,457061.57,3,5,3,2,2013,308406.31,1161647.3,-853240.99,3.0268539226974136
20,Asian,High,Jade,120861.21,19354.83,2,2701.22,419898.82,523836.09,217336.25,207361.07,27609.04,715354.7,1,1,3,2,2017,995497.2800000001,1137954.74,-142457.45999999985,9.415384307338972
58,European,Mid,Gold,34790.13,3728.64,1,860.08,313934.98,193911.29,158899.53,78399.41,7278.11,98574.8,2,1,3,1,2020,442216.98,413369.86,28847.119999999995,11.881814181205993
75,Asian,High,Silver,27539.46,19192.32,2,2156.04,481823.31,200763.09,48260.36,97003.32,17716.9,130619.51,2,1,3,1,2021,382935.99000000005,614598.86,-231662.86999999994,22.31702655026642
21,Asian,High,Gold,141027.42,19663.48,2,2029.4,264240.74,207162.43,76323.0,115792.9,25234.48,457641.72,2,1,4,2,2007,444176.2899999999,723911.86,-279735.57000000007,5.133128437008916
47,Asian,Mid,Jade,228548.88,8979.77,3,2896.68,860931.46,525947.01,568362.09,165164.33,20047.79,1133260.35,3,3,4,1,2020,1288500.9900000002,1997088.4900000002,-708587.5,8.738124159698355
46,Australian,Mid,Jade,316713.75,42890.4,1,7342.34,894287.82,744622.59,554137.74,202606.61,10649.55,1838172.81,3,5,1,2,2021,1554906.89,2739802.9699999997,-1184896.0799999998,8.650723153004881
57,European,High,Jade,336871.57,7570.55,1,4649.33,215789.6,379581.89,228420.96,67720.1,79203.9,693683.89,1,5,2,1,2016,762497.4,914122.8200000001,-151625.42000000004,2.7135647570378234
42,Asian,High,Silver,44224.88,17692.0,1,4697.11,762270.09,729015.73,254656.18,190842.34,3881.85,785649.94,2,1,3,2,2014,1196088.1,1552617.14,-356529.0399999998,35.10732284632542
23,Asian,High,Jade,137731.78,11108.16,1,7701.51,1449640.85,2077864.55,790173.84,538488.84,40259.39,1262692.51,2,2,4,1,2018,3457894.7800000003,2720034.87,737859.9100000001,19.748781798942844
83,European,High,Silver,94397.0,33143.46,1,3804.32,474383.35,868683.64,637565.97,149828.0,13164.5,487920.04,1,1,1,1,2013,1702385.5699999998,966107.71,736277.8599999999,10.234517092704216
67,European,High,Platinum,87687.32,44036.8,3,2984.52,859192.44,207515.08,163827.69,198231.51,43955.29,243249.04,0,4,1,1,2016,657566.3700000001,1105426.0,-447859.6299999999,12.60645210732863
79,American,High,Jade,101645.44,23677.35,2,4525.42,53021.33,770258.34,575256.23,279828.03,41470.12,614036.62,0,2,1,2,2012,1690490.07,671583.37,1018906.7000000001,6.607117545066458
80,European,High,Jade,52296.26,46332.7,2,1772.69,631681.0,172082.84,86041.42,182025.41,31993.39,92358.32,0,2,2,2,2012,518475.76000000007,725812.01,-207336.24999999994,13.878851183621926
52,European,Low,Jade,277253.05,38829.05,2,1605.76,100554.48,976917.76,390767.1,226400.69,41096.64,214084.0,0,2,2,2,1996,1674011.2399999998,316244.24,1357766.9999999998,1.140633944333525
31,Asian,Mid,Silver,255576.67,25252.5,3,5523.65,174909.07,456995.64,422720.96,148523.58,11069.76,169578.24,1,3,3,1,2021,1064562.44,350010.95999999996,714551.48,1.3694949542929717
42,American,Mid,Gold,270928.49,29568.0,1,2521.61,485193.8,264557.54,183155.22,181323.67,27704.04,240601.73,1,2,3,1,2015,686308.4700000001,728317.14,-42008.669999999925,2.6882264762926926
18,European,High,Platinum,126351.9,47758.72,1,5420.42,815068.74,1020976.76,662548.75,275337.88,52366.87,699367.22,1,2,3,2,2001,2058988.9800000002,1519856.38,539132.6000000003,12.028757620581883
45,European,High,Platinum,252503.57,25967.52,1,6347.98,1156608.23,689154.21,492253.01,142753.37,48764.62,1019597.64,3,2,3,1,2017,1398892.73,2182553.85,-783661.1200000001,8.64365541445612
